Age,workclass,fnlwgt,education,education-num,marital-status,Occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,gincome
42,Government,351161,Bachelors,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,US,<=50K
56,Private,174533,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,US,>50K
32,Private,324386,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,US,<=50K
24,Private,126568,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,33,US,<=50K
26,Private,275703,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,US,<=50K
36,self-employed,219611,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,2174,0,50,US,<=50K
49,Private,200471,HS-grad,7,Never-married,Other-service,Not-in-family,White,Male,0,0,60,US,<=50K
65,Private,155261,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,US,>50K
73,Government,74040,HS-grad,4,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,US,<=50K
34,Private,226296,HS-grad,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,US,<=50K
22,Private,211968,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,US,<=50K
49,Government,126446,Bachelors,10,Never-married,Other-service,Unmarried,White,Female,0,0,30,US,<=50K
25,Private,262885,HS-grad,7,Never-married,Other-service,Unmarried,Black,Female,0,0,32,US,<=50K
39,Private,188069,HS-grad,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,US,<=50K
19,Private,113546,HS-grad,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,56,US,<=50K
24,Private,227070,HS-grad,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,US,<=50K
34,Private,136997,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,US,<=50K
21,Private,212407,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,US,<=50K
43,Private,197810,Masters,14,Divorced,Other-service,Unmarried,White,Female,0,0,40,US,<=50K
39,Private,141802,Bachelors,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,US,<=50K
33,self-employed,124187,Bachelors,12,Never-married,Other-service,Not-in-family,Black,Male,0,0,32,US,<=50K
19,Private,201743,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,26,US,<=50K
17,Private,156736,HS-grad,6,Never-married,Sales,Unmarried,White,Female,0,0,12,US,<=50K
43,self-employed,47261,Bachelors,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,US,<=50K
62,Private,150693,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,42,US,<=50K
53,Government,233734,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,US,>50K
45,Government,35969,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,US,>50K
47,Private,159550,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,US,<=50K
30,Private,190823,Bachelors,10,Never-married,Other-service,Own-child,Black,Female,0,0,40,US,<=50K
53,Private,213378,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,33,US,<=50K
24,Private,257500,HS-grad,9,Separated,Machine-op-inspct,Own-child,Black,Female,0,0,40,US,<=50K
41,Government,488706,Bachelors,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,US,<=50K
58,Government,239405,HS-grad,3,Divorced,Other-service,Other-relative,Black,Female,0,0,40,Haiti,<=50K
27,Government,105189,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,4865,0,50,US,<=50K
63,Government,109735,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,US,<=50K
50,Private,172942,Bachelors,10,Divorced,Other-service,Own-child,White,Male,0,0,28,US,<=50K
43,Government,209899,Masters,14,Never-married,Tech-support,Not-in-family,Black,Female,8614,0,47,US,>50K
29,self-employed,87745,Bachelors,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,US,<=50K
41,Private,187881,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,3942,0,40,US,<=50K
55,Private,234125,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,US,<=50K
36,Private,272944,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,US,<=50K
23,Government,129232,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,US,<=50K
22,Private,100345,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,13550,0,55,US,>50K
58,self-employed,195835,Bachelors,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,US,<=50K
25,Private,251854,HS-grad,7,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,US,<=50K
40,Private,103474,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,US,<=50K
38,Private,22042,Bachelors,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,39,US,<=50K
37,Private,343721,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,>50K
19,Private,232368,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,35,US,<=50K
55,Private,174478,HS-grad,6,Never-married,Other-service,Not-in-family,White,Male,0,0,29,US,<=50K
55,Private,282023,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,US,>50K
28,Private,274690,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,US,<=50K
53,Private,251675,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,<=50K
60,Private,128367,Bachelors,10,Divorced,Prof-specialty,Unmarried,White,Male,3325,0,42,US,<=50K
32,Private,37380,Bachelors,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,US,<=50K
34,Private,173730,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,US,<=50K
49,Private,353824,Bachelors,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,US,>50K
21,Private,225890,Bachelors,10,Never-married,Other-service,Other-relative,White,Female,0,0,30,US,<=50K
24,Government,147147,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,20,US,<=50K
53,Private,233780,Bachelors,11,Divorced,Adm-clerical,Not-in-family,Black,Female,2202,0,40,US,<=50K
34,Government,188682,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,US,<=50K
41,Private,277192,HS-grad,3,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,Mexico,<=50K
21,Private,314182,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,US,<=50K
43,Private,220776,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,US,>50K
31,Government,189269,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,US,<=50K
38,Private,35429,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,40,US,<=50K
42,Private,154374,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60,US,>50K
62,Private,161460,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,US,<=50K
51,Private,251487,HS-grad,4,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,US,<=50K
30,Private,177531,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,25,US,<=50K
24,Private,53942,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,US,<=50K
36,Private,113481,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,US,<=50K
57,Private,361324,HS-grad,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
46,Private,330087,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,US,>50K
33,Private,276221,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,<=50K
42,Private,121055,Bachelors,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,US,<=50K
62,Private,118696,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
64,self-employed,289741,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,US,<=50K
18,Private,238401,Bachelors,10,Never-married,Sales,Own-child,White,Female,0,0,25,US,<=50K
43,Private,262038,HS-grad,3,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,35,Mexico,<=50K
62,self-employed,26911,HS-grad,4,Widowed,Other-service,Not-in-family,White,Female,0,0,66,US,<=50K
29,Private,161155,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,US,<=50K
43,Private,252519,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Haiti,>50K
39,Private,43712,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,US,>50K
34,Private,188900,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,US,<=50K
44,Private,120057,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,45,US,>50K
25,Private,134113,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,US,<=50K
47,Government,165822,Bachelors,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,US,<=50K
17,Private,99161,HS-grad,6,Never-married,Other-service,Own-child,White,Male,0,0,8,US,<=50K
41,Government,74581,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,65,US,<=50K
19,Private,304643,Bachelors,10,Never-married,Sales,Own-child,White,Male,0,0,20,US,<=50K
57,Private,121821,HS-grad,2,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Dominican-Republic,<=50K
25,Private,154863,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,35,US,<=50K
37,Government,365430,Bachelors,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Canada,>50K
29,Private,183111,Bachelors,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,US,<=50K
32,Private,50178,Bachelors,10,Never-married,Sales,Own-child,White,Male,0,0,35,US,<=50K
35,Private,186845,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,US,>50K
52,Private,159908,HS-grad,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,US,<=50K
41,Private,162189,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,1831,0,40,Peru,<=50K
29,Private,128509,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,38,El-Salvador,<=50K
23,Private,143032,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,36,US,<=50K
31,Private,382368,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
40,Private,210013,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,US,<=50K
19,Private,293928,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,US,<=50K
21,Private,208503,Bachelors,10,Never-married,Transport-moving,Own-child,White,Male,0,0,10,US,<=50K
37,Government,191841,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,8614,0,40,US,>50K
49,self-employed,355978,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,35,US,>50K
64,Government,202738,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,US,<=50K
37,Government,144322,Bachelors,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,US,<=50K
70,self-employed,155141,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2377,12,US,>50K
22,Private,160120,HS-grad,6,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,30,US,<=50K
29,self-employed,190450,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Germany,<=50K
37,Private,212900,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
29,Private,115677,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,US,<=50K
38,Private,252250,HS-grad,7,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,65,US,<=50K
27,Private,212041,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,US,<=50K
58,Government,198145,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,US,>50K
60,Government,113658,Bachelors,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,US,<=50K
20,Private,32426,Bachelors,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,US,<=50K
51,Private,98791,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,US,>50K
37,Private,203828,HS-grad,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,US,<=50K
22,Government,186634,HS-grad,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,US,>50K
56,self-employed,125147,HS-grad,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,US,<=50K
26,Private,247455,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,5178,0,42,US,>50K
19,Private,97215,Bachelors,10,Separated,Sales,Unmarried,White,Female,0,0,25,US,<=50K
37,Private,330826,Bachelors,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,US,<=50K
27,Private,200802,Bachelors,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,US,<=50K
27,Private,156266,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,0,0,20,US,<=50K
52,self-employed,72257,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,US,<=50K
45,Private,363087,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,US,<=50K
28,Private,25955,Bachelors,10,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,40,US,<=50K
20,Private,334633,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,US,<=50K
28,Private,109162,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,US,<=50K
44,Private,569761,Bachelors,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,US,<=50K
30,Private,209900,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
26,Government,272986,Bachelors,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,8,US,<=50K
46,Private,82946,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,US,<=50K
51,Private,104651,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,US,<=50K
25,Government,58441,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,US,<=50K
43,Government,269733,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,US,<=50K
36,Private,179468,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,US,<=50K
36,Private,183081,Bachelors,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,US,<=50K
48,Private,102938,Bachelors,13,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
24,Private,359828,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,US,>50K
30,Private,155659,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,36,US,<=50K
24,Private,585203,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,45,US,>50K
62,Private,173601,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,US,<=50K
41,self-employed,214541,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1590,40,US,<=50K
49,self-employed,163352,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,85,US,>50K
36,self-employed,153976,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,US,<=50K
47,Government,247676,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,45,US,<=50K
49,Government,155372,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,US,<=50K
52,Private,329733,Bachelors,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,US,<=50K
52,Private,162576,Bachelors,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,US,>50K
26,Private,176520,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,53,US,<=50K
51,Government,226885,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,US,<=50K
18,Private,120781,HS-grad,6,Never-married,Other-service,Own-child,White,Male,0,0,20,US,<=50K
30,Private,375827,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,US,<=50K
46,Private,205504,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,20,US,<=50K
28,Private,198813,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,40,US,<=50K
48,self-employed,254291,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,US,>50K
62,Private,159908,Bachelors,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,US,>50K
49,Private,40000,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4064,0,44,US,<=50K
69,Private,102874,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,24,US,<=50K
35,Private,117381,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,8614,0,45,US,>50K
78,Private,180239,Masters,14,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,40,South,<=50K
61,Private,539563,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,US,>50K
24,Private,261561,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,US,<=50K
29,Private,81057,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,US,<=50K
17,Private,41979,HS-grad,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,US,<=50K
27,Private,275110,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,80,US,>50K
64,Private,265661,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,US,<=50K
33,self-employed,193246,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,France,<=50K
32,Private,236543,HS-grad,8,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
19,Private,29510,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,20,US,<=50K
42,Government,105804,HS-grad,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,US,<=50K
24,Private,194604,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,15,US,<=50K
23,Private,1038553,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,45,US,<=50K
51,Government,209320,Masters,15,Never-married,Prof-specialty,Not-in-family,White,Male,3325,0,40,US,<=50K
31,Private,193231,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,3325,0,60,US,<=50K
44,Private,307468,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,29,US,>50K
38,Private,255941,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,10520,0,50,US,>50K
44,Government,107845,Bachelors,12,Divorced,Protective-serv,Not-in-family,White,Female,0,0,56,US,>50K
44,self-employed,567788,HS-grad,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
38,Private,91857,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,US,<=50K
36,Private,732569,HS-grad,5,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,US,<=50K
29,Private,86613,HS-grad,2,Never-married,Other-service,Not-in-family,White,Male,0,0,20,El-Salvador,<=50K
46,Private,35961,Bachelors,12,Divorced,Sales,Not-in-family,White,Female,0,0,25,Germany,<=50K
47,Private,114754,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,US,<=50K
30,Private,235124,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,99999,0,40,US,>50K
37,Government,218490,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,35,US,>50K
27,Private,329426,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,US,<=50K
43,Private,181015,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,50,US,<=50K
44,self-employed,264740,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,US,>50K
31,Private,381153,Bachelors,10,Never-married,Exec-managerial,Unmarried,White,Male,0,0,60,US,<=50K
34,Private,189759,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,US,>50K
39,Private,230467,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,1092,40,Germany,<=50K
36,Private,218542,Bachelors,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,US,<=50K
57,Private,298507,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,40,US,>50K
78,Private,111189,HS-grad,4,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,Dominican-Republic,<=50K
24,Private,168997,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
39,Private,168894,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,US,<=50K
21,Private,149809,Bachelors,12,Never-married,Sales,Own-child,White,Male,0,0,40,US,<=50K
34,Private,344073,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,US,>50K
22,Private,416165,Bachelors,10,Never-married,Sales,Unmarried,White,Female,0,0,32,US,<=50K
36,Private,41490,Bachelors,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,US,<=50K
61,Private,40269,Bachelors,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,US,>50K
42,Private,250536,Bachelors,10,Separated,Other-service,Unmarried,Black,Female,0,0,21,Haiti,<=50K
49,Government,105586,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,US,>50K
58,Private,51499,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
37,Government,189878,Bachelors,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,US,<=50K
39,Private,179481,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,4650,0,44,US,<=50K
25,Private,299765,Bachelors,10,Separated,Adm-clerical,Other-relative,Black,Female,0,0,40,Jamaica,<=50K
30,Private,54608,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,US,<=50K
36,self-employed,285020,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2885,0,40,US,<=50K
23,Private,201145,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,65,US,<=50K
51,Private,125796,Bachelors,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,35,Jamaica,<=50K
55,Private,249072,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,US,<=50K
35,Private,99156,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,US,<=50K
45,Government,94754,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,India,<=50K
36,Private,111128,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,US,>50K
32,Government,157887,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
39,Private,74194,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,US,<=50K
47,self-employed,168191,Bachelors,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,US,<=50K
49,Private,28334,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,US,>50K
44,Private,721161,Bachelors,10,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,US,<=50K
36,Private,188069,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,US,>50K
40,Private,145178,Bachelors,10,Divorced,Craft-repair,Unmarried,Black,Female,0,0,30,US,<=50K
17,Private,52967,HS-grad,6,Never-married,Other-service,Own-child,White,Female,0,0,6,US,<=50K
18,Private,177578,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,38,US,<=50K
30,self-employed,185384,Bachelors,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,US,<=50K
66,Private,66008,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,50,England,<=50K
59,Private,329059,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,US,<=50K
30,Government,348802,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,US,<=50K
50,Private,34233,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,US,<=50K
24,Private,509629,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,25,US,<=50K
28,Private,27956,Masters,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,99,Philippines,<=50K
44,Government,83286,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,US,>50K
25,Private,309098,Bachelors,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,US,<=50K
45,Private,188950,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,US,>50K
20,Private,224217,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,US,<=50K
67,Private,222899,Bachelors,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,US,<=50K
40,self-employed,123306,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,US,>50K
52,Government,279337,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,US,<=50K
34,Private,347166,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,US,>50K
37,Government,251396,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Canada,>50K
17,self-employed,143034,HS-grad,6,Never-married,Other-service,Own-child,White,Male,0,0,4,US,<=50K
25,Private,57635,Bachelors,11,Married-civ-spouse,Sales,Wife,White,Female,0,0,42,US,>50K
35,Government,162651,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
63,Private,28334,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,US,>50K
38,Government,84570,Bachelors,10,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,40,US,<=50K
33,Private,181091,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,Iran,>50K
51,Government,117496,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,US,>50K
64,Government,216160,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Columbia,>50K
50,self-employed,204447,Bachelors,10,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,US,<=50K
18,Private,374969,HS-grad,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,56,US,<=50K
